"playlist_key","playlist_title","playlist_description","track_position","track_id","track_title"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","11","113458306","Almost"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","12","110021832","Slighted"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","13","106417163","Melt"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","14","47408535","Hush"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","15","1789339798","couchDubTech"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","16","1072127788","simpletemple"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","17","882028888","ToShine"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","18","2102643792","streamMemory"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","19","2045400004","slurredWord"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","20","1566044821","MoveMeander"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","21","1717783752","FewFolks"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","22","1800264073","RootsAndAll"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","23","1450068310","jellyImprov"
"deep_hours","Deep Hours — Late Night Downtempo & Ambient Electronic","Nocturnal electronics for late-night headphone sessions. Deep Hours collects the slowest, most introspective corner of vanishaudio's catalog — downtempo, ambient, lo-fi and IDM built for dark rooms and restless minds. |  | Analogue warmth, tape-saturated textures and melancholic pads drift through minimal arrangements that breathe with deliberate stillness. Bedroom-produced, underground, and deeply personal. |  | Tags: downtempo, ambient, lo-fi, IDM, electronica, nocturnal, introspective, meditative, slow burn, atmospheric, bedroom producer, underground electronic","24","1076012929","lebowits"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","1","1577746994","PieceByPiece"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","2","1877429082","OnThe135"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","3","1718393751","BounceMoonLeft"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","4","1723817220","ThemJangles"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","5","2284017290","lapaChord"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","6","2210836934","OsciBibi"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","7","2102250264","breakTaken"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","8","1763532036","Ride"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","9","1281134755","EastWestDem0"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","10","1072003060","thebrass"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","11","956565793","Nada"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","12","1176376441","Sampson"
"fractured_groove","Fractured Groove — Broken Beat, UK Garage & Electronic Bass","Bass-heavy, rhythmically complex and built for underground systems. Fractured Groove pulls together vanishaudio's most kinetic material — UK garage, broken beat, breakbeat and garage house colliding with experimental electronic production. |  | Syncopated drums, chopped samples and sub bass that hits hard. Rooted in UK dance music, twisted through an IDM and lo-fi lens. |  | Tags: UK garage, broken beat, breakbeat, garage, breaks, bass music, UKG, underground, electronic dance, IDM, lo-fi, sample-based, experimental beats","13","1877418804","FlowerWild"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","1","1717783629","PortaVoca"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","2","1071997744","knox"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","3","1572749611","EverythingMoving"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","4","1566045817","KelsoFebso"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","5","1659364611","MoreWords"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","6","2029753772","BD1"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","7","1718393820","MicroDeeber"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","8","1566141475","ViralCosplay"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","9","1641459561","MindThatOne"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","10","2106089583","mediPonda"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","11","1976150971","BoardLore"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","12","1948111915","AmberSkippin"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","13","1948112699","Bellview"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","14","1607339334","Snaturate"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","15","1572746794","BrokenFully"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","16","123946965","Ceremony"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","17","97629075","Buttons"
